size,total_net_assets,net_annual_expenses,morningstar_rating,inception_date,portfolio_bonds,sectors_basic_materials,sectors_consumer_cyclical,sectors_financial_services,sectors_real_estate,sectors_consumer_defensive,sectors_healthcare,sectors_utilities,sectors_communication_services,sectors_energy,sectors_industrials,sectors_technology,price_earning,returns_2017,returns_2016,alpha,beta
Large,7890000,2.55,1,5/3/1997,0,10.49,24.89,3.36,2.55,15.89,5.92,1.7,13.63,4.14,11.96,5.47,11.4,16.97,6.87,-6.17,1.01
Large,7890000,1.7,1,28/01/2015,0,10.49,24.89,3.36,2.55,15.89,5.92,1.7,13.63,4.14,11.96,5.47,11.4,17.97,7.97,-5.4,1.02
Large,9550000,3.3,1,13/02/2006,0,8.99,9.42,23.24,2.39,8.11,7.83,2.66,2.38,11.4,15.7,7.87,13.49,18.19,-0.1,-5.12,1.03
Large,916430000,1.33,1,8/4/2012,53.67,0.57,0.17,1.64,9.17,22.65,20.49,4.84,5.37,25.8,0.96,8.32,17.92,-1.96,3.52,-3.52,0.29
Others,468770000,0.77,4,29/10/2015,78.72,0,0,100,0,0,0,0,0,0,0,0,0,2.1,0,1.25,0.76
Large,63330000,0.78,3,1/6/2017,0,8.88,22.35,9.62,0,8.77,11.41,0,7.24,4.59,5.54,21.59,18.51,0,0,1.47,0.82
Small,508210000,0.97,4,5/11/1992,92.96,0,0,0,0,0,0,0,0,100,0,0,3.23,7.19,7.97,1.69,1.04
Large,2680000000,0.92,3,14/02/2012,7.48,0,21.27,10.45,4.29,9.64,11.05,3.2,8.56,0,6.6,24.93,13.83,26.2,9.34,-0.86,0.91
Others,1370000000,0.41,3,10/4/2002,97.66,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.64,0.09,0.02
Small,1230000000,0.85,4,3/5/2007,0,1.14,10.84,10.95,2.6,1.44,20.75,0,4.74,1.27,20.42,25.85,17.96,17.59,19.68,1.74,0.89
Small,508210000,0.65,4,6/2/1996,92.96,0,0,0,0,0,0,0,0,100,0,0,3.23,7.53,8.33,1.99,1.03
Others,1370000000,0.26,3,31/07/2016,97.66,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0.18,0.02
Small,455460000,1.15,4,4/8/1996,94.89,0,44.35,0,0,0.01,0,0,0,55.64,0.01,0,0,6.88,16.46,3.88,0.34
Small,455460000,1.08,4,30/04/2015,94.89,0,44.35,0,0,0.01,0,0,0,55.64,0.01,0,0,7.05,16.5,3.93,0.35
Small,455460000,1.89,4,30/04/2000,94.89,0,44.35,0,0,0.01,0,0,0,55.64,0.01,0,0,6.17,15.59,3.11,0.35
Large,291040000,0.54,3,17/12/2000,0.04,8.08,11.7,21.84,3.73,11.22,9.13,3.31,4.2,5.63,13.39,7.76,14.04,25.08,0.28,-0.76,0.92
Large,291040000,0.73,2,17/12/2000,0.04,8.08,11.7,21.84,3.73,11.22,9.13,3.31,4.2,5.63,13.39,7.76,14.04,24.87,-0.22,-1.06,0.92
Large,699330000,0.45,4,16/05/2002,64.72,0,0,100,0,0,0,0,0,0,0,0,0,3.85,4.31,0.53,1.01
Large,187450000,1.01,4,26/08/2007,0,7.17,32.2,8.65,3.96,7.67,7.41,2.82,0,2.32,11.76,16.05,16.07,29.15,-1.29,-0.61,0.92
Large,120280000,1.35,3,23/09/1997,0,10.29,7.82,32.15,0.55,5.9,7.99,2.27,7.15,6.74,11.13,8.02,12.63,25.65,-0.9,-1.91,0.96
Large,173240000,2.05,3,11/9/2000,0,5.9,11.53,19.47,0.93,8.23,12.49,3.9,3.47,6.14,10.45,17.49,12.55,22.75,6.84,3.58,0.76
Large,385870000,0.98,4,28/02/2012,0,0.44,10.01,15.59,0.84,15.57,13.36,5.15,6.14,4.77,9.89,18.25,16.66,16.41,8.84,2.4,0.74
Large,7050000,2.8,1,14/09/1986,0,0,14.07,20.54,0,35.56,11.25,0,0,0,15.07,3.52,13.93,6.24,8.5,-7.77,0.7
Medium,17830000,1.35,2,21/07/2002,99.95,0,0,0,0,0,0,0,0,0,0,0,0,3.37,-2.03,-1.42,0.85
Large,1240000000,1.16,2,29/04/1999,0,6.59,14.33,21.62,0.42,11.46,6.85,1.2,6.3,5.68,10.34,15.2,15.51,26.5,-1.42,0.86,0.83
Large,38060000,0.86,0,16/10/2016,0,6.86,11.84,17.68,5.35,13.73,12.16,7.88,6.35,3.74,12.99,1.44,13.69,0,0,0,0
Large,1650000000,0.89,3,2/1/1995,0,5.25,7.12,29.14,0,5.71,14.18,1.55,6.56,12.56,7.28,10.65,15.2,14.13,12.78,-4.47,0.96
Medium,674080000,1.73,2,26/07/1995,8.8,9.7,41.96,0,0,9.62,4.53,3.09,1.79,5.93,11.77,11.61,11.54,5.27,9.61,0.92,0.49
Medium,674080000,1.7,2,1/5/1994,8.8,9.7,41.96,0,0,9.62,4.53,3.09,1.79,5.93,11.77,11.61,11.54,5.37,9.61,0.94,0.52
Medium,182730000,1.35,1,21/07/2002,99.96,0,0,0,0,0,0,0,0,0,0,0,0,2.22,-1.65,-1.73,0.79
Large,1650000000,1.66,2,2/1/1995,0,5.25,7.12,29.14,0,5.71,14.18,1.55,6.56,12.56,7.28,10.65,15.2,13.25,11.92,-5.2,0.95
Others,2030000000,0.38,4,29/04/2015,99.84,0,0,0,0,0,0,0,0,0,0,0,0,4.87,-0.02,-0.21,0.96
Large,975630000,0.8,3,8/4/2012,73.54,2.65,11.92,17.27,2.26,7.06,13.7,2.79,2.96,6.25,10.29,22.86,17.11,6.77,9.56,1.93,0.32
Medium,126510000,1.2,4,30/09/2007,0,7.86,13.74,13.33,8.94,4.79,10.19,4.09,0.47,7.43,12.44,16.73,15.12,20.08,15.34,-1.21,1.01
Medium,57690000,1.72,3,23/12/2007,57.67,6.69,17.06,11.74,2.75,4.56,11.57,1.04,0.99,3.88,15.53,24.17,17.73,7.44,3.96,1.23,0.71
Medium,57690000,2.47,1,4/2/2010,57.67,6.69,17.06,11.74,2.75,4.56,11.57,1.04,0.99,3.88,15.53,24.17,17.73,6.66,3.19,0.46,0.71
Medium,57690000,1.72,3,23/12/2007,57.67,6.69,17.06,11.74,2.75,4.56,11.57,1.04,0.99,3.88,15.53,24.17,17.73,7.45,4,1.21,0.71
Medium,57690000,1.86,2,6/6/2012,57.67,6.69,17.06,11.74,2.75,4.56,11.57,1.04,0.99,3.88,15.53,24.17,17.73,7.32,3.78,1.06,0.71
Medium,57690000,1.5,4,23/12/2007,57.67,6.69,17.06,11.74,2.75,4.56,11.57,1.04,0.99,3.88,15.53,24.17,17.73,7.73,4.21,1.44,0.72
Medium,57690000,1.87,2,6/6/2012,57.67,6.69,17.06,11.74,2.75,4.56,11.57,1.04,0.99,3.88,15.53,24.17,17.73,7.3,3.82,1.08,0.71
Large,76620000,0.57,4,16/11/2003,10.64,4.79,13.85,20.09,2.29,7.82,14.1,1.62,1.97,5.84,11.26,16.37,15.55,20.13,8.08,-0.98,1.46
Large,4710000,0.99,1,18/12/2008,0,13.81,14.24,24.4,0,11.51,7.26,0,0,5.32,11.66,11.79,16.82,35.3,4.37,0,0
Others,45080000,0.8,3,8/6/1992,94.54,0,0,0,0,0,0,0,0,0,0,0,0,3.65,-0.01,-0.63,0.86
Large,4710000,1.24,1,30/07/2009,0,13.81,14.24,24.4,0,11.51,7.26,0,0,5.32,11.66,11.79,16.82,34.94,4.19,0,0
Others,55370000,0.42,4,14/04/2002,95.94,0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.34,0.48,0.04
Large,2580000,2.37,2,3/4/1996,0.01,3.41,19.42,8.68,1.11,2.36,6.97,0.23,1.66,1.18,30.78,24.2,19.14,11.8,2.87,-1.9,0.67
Others,499370,1.89,1,3/4/1996,34.79,0,0,0,0,0,0,0,0,0,0,0,0,-0.67,0.11,-1.46,0.07
Others,1570000000,1.36,1,25/06/1997,85.73,0,0,0,0,0,0,0,0,0,0,0,0,14.25,9.4,1.24,1.59
Others,1240000,1.9,1,3/4/1996,51.23,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,1.58,-1.52,0.25
Large,1880000,2.35,2,3/4/1996,0.13,6.7,14.83,16.88,5.43,9.82,8.03,2.48,4.15,5.62,11.4,14.64,14.18,23.15,-0.1,-2.79,0.87
Large,2460000,2.42,1,3/4/1996,0.25,4.4,8.39,8.27,3.19,14.61,18.65,3.73,3.99,3.2,14.35,17.22,18.76,17.18,5,-3.86,0.88
Small,2760000,2.36,2,3/4/1996,0,7.04,15.72,16.83,9.24,3.71,11.83,1.85,1.26,2.88,16.21,13.44,17.32,9.96,17.34,-1.93,0.85
Small,47820000,0.99,5,30/04/2015,85.26,0,0,0,0,0,0,0,0,0,0,0,0,6.31,5.06,2.37,0.67
Small,47820000,1,4,14/08/1985,85.26,0,0,0,0,0,0,0,0,0,0,0,0,6.32,5.01,2.35,0.67
Small,1470000000,0.88,3,2/8/1998,0,6.32,11.7,15.42,2.73,5.65,14.09,1.18,0,3.23,21.79,17.89,19.5,13.07,24.22,1.31,0.96
Medium,26030000,1.05,0,30/05/2016,16.89,2.36,34.51,6.67,2.8,22.82,1.01,6.01,4.04,3.21,12.53,4.03,12.83,23.16,0,0,0
Large,2470000,0.75,0,12/7/2016,0,9.73,10.22,26.78,2.9,6.34,9.76,0,3.09,10.38,20.8,0,12.81,25.03,0,0,0
Others,1620000000,0.65,5,30/12/2014,91.73,0,7.57,0,29.78,0,0,25.7,0.89,31.64,4.43,0,0,7.9,17.35,4.14,0.37
Others,3320000000,2.08,4,13/02/2005,68.84,0,0,0,0,0,0,0,0,0,0,0,0,0.48,9.78,0.17,0.62
Others,3320000000,0.99,5,13/02/2005,68.84,0,0,0,0,0,0,0,0,0,0,0,0,1.54,10.98,1.28,0.62
Large,77360000,2.24,3,31/03/2014,26.55,4.97,15.43,15.1,2.27,6.55,8.96,1.21,3.93,3.83,10.57,27.18,15.91,3.25,5.67,1.48,0.87
Large,77360000,2.99,3,31/03/2014,26.55,4.97,15.43,15.1,2.27,6.55,8.96,1.21,3.93,3.83,10.57,27.18,15.91,2.48,4.83,0.74,0.87
Large,77360000,1.99,3,31/03/2014,26.55,4.97,15.43,15.1,2.27,6.55,8.96,1.21,3.93,3.83,10.57,27.18,15.91,3.65,5.86,1.73,0.87
Large,77360000,2.24,3,31/03/2014,26.55,4.97,15.43,15.1,2.27,6.55,8.96,1.21,3.93,3.83,10.57,27.18,15.91,3.36,5.56,1.46,0.86
Others,3320000000,1.33,5,13/02/2005,68.84,0,0,0,0,0,0,0,0,0,0,0,0,1.22,10.49,0.93,0.62
Others,3320000000,0.96,5,31/05/2016,68.84,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,1.3,0.62
Small,1260000000,1.25,3,22/04/1987,0,15.65,11.81,26.43,1.52,0,6.24,0,0,1.4,25.69,11.26,14.81,8.39,21.32,-2.63,0.94
Small,1260000000,1.13,3,23/02/2017,0,15.65,11.81,26.43,1.52,0,6.24,0,0,1.4,25.69,11.26,14.81,0,0,-2.54,0.94
Others,3320000000,1.13,5,13/02/2005,68.84,0,0,0,0,0,0,0,0,0,0,0,0,1.41,10.81,1.14,0.62
Others,3320000000,1.35,5,4/6/2017,68.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.62
Small,1260000000,0.98,3,23/02/2017,0,15.65,11.81,26.43,1.52,0,6.24,0,0,1.4,25.69,11.26,14.81,0,0,-2.52,0.94
Large,29180000,0.37,4,16/11/2003,11.08,4.86,13.86,19.99,2.4,8.15,13.32,1.57,1.92,5.34,11.7,16.91,15.43,20.07,8.12,-1.01,1.47
Large,181960000,1.25,2,12/6/2014,0,3.44,30.61,0,0,25.22,10.41,0,3.47,6.89,9.99,9.98,10.47,8.46,13.1,-3.65,0.9
Large,181960000,2,1,16/10/2014,0,3.44,30.61,0,0,25.22,10.41,0,3.47,6.89,9.99,9.98,10.47,7.59,12.29,-4.47,0.9
Large,181960000,1,2,6/4/2014,0,3.44,30.61,0,0,25.22,10.41,0,3.47,6.89,9.99,9.98,10.47,8.67,13.43,-3.41,0.9
Large,2190000000,0.65,3,2/5/2004,0,4.93,14.11,33.19,0,1.72,3.6,0,1.67,8.14,14.12,18.5,17.08,22.18,12.83,-0.51,1.1
Large,265240000,1.48,4,7/12/1992,0,16.36,36.89,13.09,0,13.58,4.24,2.8,2.65,8.21,2.19,0,16.76,32.47,32.33,1.44,1.31
Large,265240000,1.73,4,28/05/2001,0,16.36,36.89,13.09,0,13.58,4.24,2.8,2.65,8.21,2.19,0,16.76,32.14,32.02,1.19,1.31
Large,265240000,2.48,3,28/05/2001,0,16.36,36.89,13.09,0,13.58,4.24,2.8,2.65,8.21,2.19,0,16.76,31.16,31.01,0.44,1.31
Large,265240000,1.47,3,1/2/2015,0,16.36,36.89,13.09,0,13.58,4.24,2.8,2.65,8.21,2.19,0,16.76,32.52,32.33,1.45,1.31
Large,2190000000,0.97,3,27/02/1933,0,4.93,14.11,33.19,0,1.72,3.6,0,1.67,8.14,14.12,18.5,17.08,21.77,12.5,-0.84,1.1
Large,391650000,0,4,17/12/2000,39.06,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,15.4,5.97,1.36,0.9
Large,391650000,0.16,4,17/12/2000,39.06,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,15.07,5.6,1.1,0.88
Large,1390000000,0.2,3,13/06/1996,0,3.72,12.98,19.87,1.63,8.78,16.24,1.73,1.21,5.35,10.46,18.03,15.39,21.11,7.04,-2.36,1
Large,1080000000,1.81,4,28/08/1997,0,3.39,14.58,11.64,1.57,6.26,18.16,0,1.82,3.74,7.15,31.69,22.1,24.14,6.08,2.11,0.96
Large,39140000,1.22,4,31/08/1994,0,3.16,22.09,7.34,1.13,5.47,12.09,0,1.89,0,10.84,35.99,19.79,30.35,0.01,2.21,1.04
Large,56230000,0,0,15/03/2018,0,0,0,10.65,0,0,0,0,0,0,3.78,85.57,19.06,0,0,0,0
Large,56230000,1.92,0,30/01/2017,0,0,0,10.65,0,0,0,0,0,0,3.78,85.57,19.06,0,0,0,0
Large,15470000,1.24,1,31/08/1994,0,2.91,28.04,10.8,9.39,0,11.28,5.02,7.15,2.86,6.45,16.1,10.31,8.66,9.16,-12,1.17
Others,3820000000,0.15,5,28/06/2012,98.58,0,0,0,0,0,0,0,0,0,0,0,0,11.65,8.54,2,2.19
Others,1390000000,0.11,3,30/07/2014,94.46,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.75,0.24,0.23
Large,64490000,0.85,3,17/12/2000,0,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,23.96,7.87,0.04,0.94
Large,64490000,1.08,2,17/12/2000,0,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,23.74,7.35,-0.3,0.94
Large,64490000,0.89,3,31/10/2001,0,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,23.94,8.04,0.18,0.94
Large,267340000,0.75,2,3/4/2017,0.21,8.83,17.25,11.09,11.05,10.58,12.16,7.5,2.52,9.77,2.62,6.61,15.42,0,0,-1.9,0.81
Large,916430000,1.08,1,30/12/2014,53.67,0.57,0.17,1.64,9.17,22.65,20.49,4.84,5.37,25.8,0.96,8.32,17.92,-1.72,3.81,-3.24,0.29
Large,260000000,0.89,3,29/09/2009,0,4.29,11.99,21.57,1.92,6.84,14.98,1.73,1.83,7.52,9.76,17.56,15.17,22.54,8.55,-2.1,1.01
Large,39140000,2.21,3,3/1/1999,0,3.16,22.09,7.34,1.13,5.47,12.09,0,1.89,0,10.84,35.99,19.79,29.07,-0.98,1.21,1.04
Large,140620000,0,0,30/01/2018,0,3.01,12.52,16.61,3.21,7.05,13.3,2.88,2.95,6.15,10.77,21.54,16.93,0,0,0,0
Large,1110000000,0.8,3,29/11/2012,0,2.88,14.3,17.05,0,6.55,8.36,0,0,1.45,13.4,36.03,24.39,33.3,-2.19,1.2,1.09
Large,39140000,1.63,4,13/02/2006,0,3.16,22.09,7.34,1.13,5.47,12.09,0,1.89,0,10.84,35.99,19.79,29.85,-0.43,1.8,1.04
Large,1540000000,0.35,3,17/12/2000,0,2.69,11.78,16.99,2.25,7.86,13.97,2.87,3.31,5.76,10.69,21.82,16.96,21.39,11.25,-0.53,1
Large,1540000000,0.58,3,17/12/2000,0,2.69,11.78,16.99,2.25,7.86,13.97,2.87,3.31,5.76,10.69,21.82,16.96,21.15,10.73,-0.84,1
Large,975630000,0.7,4,30/12/2014,73.54,2.65,11.92,17.27,2.26,7.06,13.7,2.79,2.96,6.25,10.29,22.86,17.11,6.87,9.67,2.04,0.32
Small,700380000,1.14,1,29/09/2009,0,4.21,14.72,17.49,3.36,4.62,15.03,2.06,0.48,3.78,15.44,18.83,16.89,9.71,14,-3.95,1.01
Large,6350000000,1.29,4,22/06/1983,0,0,3.07,3.23,0,0,0,0,0.19,0,1.17,92.35,12.45,34.06,15.38,9.84,0.95
Medium,81840000,0.75,3,20/12/1987,99.88,0,0,0,0,0,0,0,0,0,0,0,0,5.09,-0.95,-0.63,0.98
Others,24820000,0.7,4,5/6/1994,96.07,0,0,0,0,0,0,0,0,0,0,0,0,2.28,1.47,-0.31,0.67
Small,382140000,0.44,2,13/06/1996,0,4.32,13.49,18.98,6.61,3.5,13.06,2.49,0.49,5.11,13.44,18.49,16.92,9.45,17.91,-1.64,0.96
Small,62680000,1.76,2,3/9/2001,0,5.72,11.89,16.2,7.58,2.73,15.56,3.4,1.16,3.53,14.78,17.45,19.65,12.05,19.72,-2,1.05
Small,62680000,2.76,2,3/9/2001,0,5.72,11.89,16.2,7.58,2.73,15.56,3.4,1.16,3.53,14.78,17.45,19.65,11.01,18.49,-2.96,1.05
Large,1180000000,0.5,3,8/5/2003,52.71,4.86,11.72,17.7,6.99,7.21,11.43,2.79,2.94,5.31,11.29,17.76,16.18,10.07,5.26,-0.8,0.7
Large,1180000000,0.72,3,8/5/2003,52.71,4.86,11.72,17.7,6.99,7.21,11.43,2.79,2.94,5.31,11.29,17.76,16.18,9.93,4.73,-1.12,0.7
Large,1180000000,0.54,3,8/5/2003,52.71,4.86,11.72,17.7,6.99,7.21,11.43,2.79,2.94,5.31,11.29,17.76,16.18,10.03,5.49,-0.7,0.69
Large,1530000000,0.64,3,29/10/2015,0,4.89,18.35,17.99,1.54,5.19,14.76,0,0.87,0.18,9.68,26.55,22.62,28.65,0,-0.45,1.02
Large,87890000,0.87,4,2/5/2004,0,9.66,11.05,12.62,0,11.49,2.07,0,0,6.38,28.69,18.05,15.26,38.9,0.1,3.35,1.02
Large,3470000,0.9,4,29/04/2015,2.02,5.98,16,12.65,3.02,7.6,8.65,3.62,2.82,3.69,10.56,25.42,15.32,10.93,0.91,-0.88,0.67
Large,87890000,1.25,4,2/1/1939,0,9.66,11.05,12.62,0,11.49,2.07,0,0,6.38,28.69,18.05,15.26,38.22,-0.29,2.94,1.01
Others,24820000,0.9,4,17/07/1994,96.07,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.18,-0.52,0.68
Large,1070000000,1.16,4,24/04/1997,0,4.07,3.19,24.58,0,9.58,9.65,6.29,4.29,16.46,9.55,12.33,14.14,20.06,20.38,-2.27,1.11
Large,15470000,2.26,1,3/1/1999,0,2.91,28.04,10.8,9.39,0,11.28,5.02,7.15,2.86,6.45,16.1,10.31,7.6,8.06,-12.96,1.17
Large,1070000000,0.83,4,29/11/2001,0,4.07,3.19,24.58,0,9.58,9.65,6.29,4.29,16.46,9.55,12.33,14.14,20.45,20.75,-1.93,1.11
Large,1070000000,1.41,4,29/04/2003,0,4.07,3.19,24.58,0,9.58,9.65,6.29,4.29,16.46,9.55,12.33,14.14,19.76,20.04,-2.51,1.11
Large,15470000,1.64,1,13/02/2006,0,2.91,28.04,10.8,9.39,0,11.28,5.02,7.15,2.86,6.45,16.1,10.31,8.24,8.72,-12.39,1.17
Large,260000000,0.64,3,30/12/2014,0,4.29,11.99,21.57,1.92,6.84,14.98,1.73,1.83,7.52,9.76,17.56,15.17,22.84,8.82,-1.82,1.01
Others,77480000,0.63,2,18/08/1998,99.42,0,0,0,0,0,0,0,0,0,0,0,0,3.45,-1.17,-1.61,1.08
Large,648640,0,0,28/12/2017,11.85,5.16,14.57,17.04,3.24,6.45,10.21,2.63,2.18,5.78,11.96,20.78,15.95,0,0,0,0
Medium,2980000000,0.37,3,30/07/2000,89.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.04,-0.22,0.1
Medium,81840000,1.3,3,9/11/1994,99.88,0,0,0,0,0,0,0,0,0,0,0,0,4.52,-1.5,-1.16,0.98
Medium,1250000000,1.38,2,20/12/2012,0,0,0,0,0,0,0,3.82,0,91.94,4.24,0,20.17,-6.92,41.9,-20.77,1.57
Small,178330000,0,4,2/10/2005,99.48,0,100,0,0,0,0,0,0,0,0,0,0,4.77,12.19,2.19,0.77
Medium,2980000000,0.67,2,1/10/2000,89.2,0,0,0,0,0,0,0,0,0,0,0,0,0.89,-0.26,-0.53,0.11
Small,383850000,0.86,2,29/10/2015,0,2.39,14.36,6.07,1.77,3.81,21.7,0,0.27,2.58,19.76,27.29,22.95,18.65,0,-1.04,1.02
Medium,813940,1.73,1,3/1/1999,79.89,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.05,-3.1,0.85
Medium,813940,1.27,1,31/08/1994,79.89,0,0,0,0,0,0,0,0,0,0,0,0,2.42,-1.64,-2.77,0.86
Medium,2260000000,0.85,3,2/12/1998,0,2.29,18.2,16.31,8.55,3.19,11.34,4.32,0,5.26,7.88,22.67,17.1,13.06,8.82,-4.54,0.96
Small,140260000,1.12,2,13/12/1992,0,5.84,11.95,17.09,7.04,3.72,16.75,3.13,0.61,3.2,14.86,15.79,14.71,6.53,16.52,-4.62,1.02
Medium,41830000000,0.82,4,31/07/2008,0.07,7.22,18.73,14,2.06,9.15,15.94,0.93,0.97,3.24,11.69,16.07,19.38,27.16,6.02,5.1,0.76
Small,77260000,0.8,5,1/10/1996,0,7.95,14.31,16.37,6.63,3.33,11.91,2.17,1.23,3.37,17.13,15.6,18.65,12.34,25.03,2.87,0.95
Medium,2260000000,0.86,3,11/9/2000,0,2.29,18.2,16.31,8.55,3.19,11.34,4.32,0,5.26,7.88,22.67,17.1,13.08,8.77,-4.58,0.96
Medium,41830000000,1.07,4,29/04/1990,0.07,7.22,18.73,14,2.06,9.15,15.94,0.93,0.97,3.24,11.69,16.07,19.38,26.83,5.75,4.84,0.76
Small,170470000,1,2,13/04/2003,0,3.87,7.03,30.62,12.7,4.77,6.87,1.09,1.54,6.31,14.74,10.47,15.49,10.85,24.92,-3.66,1.14
Medium,1010000000,1.01,4,30/03/2006,0,3.04,20,18.01,6.27,3.08,9.23,2.61,1.53,4.39,18.72,13.12,16.12,15.56,18.36,0.09,0.82
Large,410660000,1.91,1,21/09/2000,0,5.29,1.63,11.85,15.57,4.84,6.44,5.41,5.53,14.75,13.53,15.16,14.89,5.88,10.67,-11.08,0.93
Medium,224620000,0.55,3,21/04/1993,100,0,0,0,0,0,0,0,0,0,0,0,0,5.92,-0.13,-0.33,1.04
Medium,8830000,0.79,0,29/09/2016,0,2.98,22.53,10.78,3.35,5.91,12.77,0,0,2.92,22.3,16.46,16.27,14.06,0,0,0
Medium,8830000,1.04,0,29/09/2016,0,2.98,22.53,10.78,3.35,5.91,12.77,0,0,2.92,22.3,16.46,16.27,13.88,0,0,0
Medium,8830000,1.79,0,29/09/2016,0,2.98,22.53,10.78,3.35,5.91,12.77,0,0,2.92,22.3,16.46,16.27,13.03,0,0,0
Medium,1010000000,0.9,4,29/12/2014,0,3.04,20,18.01,6.27,3.08,9.23,2.61,1.53,4.39,18.72,13.12,16.12,15.62,18.45,0.16,0.82
Medium,1010000000,1.27,4,30/03/2006,0,3.04,20,18.01,6.27,3.08,9.23,2.61,1.53,4.39,18.72,13.12,16.12,15.28,17.95,-0.21,0.82
Medium,120000000,0.57,3,13/11/2003,96.22,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.14,-0.38,0.22
Medium,1150000000,1.3,2,30/08/2000,0,6.9,11.38,21.51,3.39,1.66,11.9,0,1.25,5.03,19.26,17.71,16.43,13.58,11.72,-5.21,1.09
Medium,1150000000,2.05,2,30/08/2000,0,6.9,11.38,21.51,3.39,1.66,11.9,0,1.25,5.03,19.26,17.71,16.43,12.79,10.9,-5.96,1.09
Medium,1150000000,0.85,2,23/09/2012,0,6.9,11.38,21.51,3.39,1.66,11.9,0,1.25,5.03,19.26,17.71,16.43,14.19,12.31,-4.72,1.09
Medium,1150000000,0.91,3,28/04/2005,0,6.9,11.38,21.51,3.39,1.66,11.9,0,1.25,5.03,19.26,17.71,16.43,14,12.22,-4.83,1.09
Medium,1150000000,1.55,2,2/6/2002,0,6.9,11.38,21.51,3.39,1.66,11.9,0,1.25,5.03,19.26,17.71,16.43,13.32,11.46,-5.5,1.09
Medium,1150000000,1.05,2,2/10/2008,0,6.9,11.38,21.51,3.39,1.66,11.9,0,1.25,5.03,19.26,17.71,16.43,13.88,12.02,-4.97,1.09
Medium,130590000,1.39,3,26/02/2012,0,0.22,15.39,5.12,1.98,4.45,18.34,0,0,3.45,14.74,36.32,27.58,27.9,6.36,1.25,1.01
Medium,130590000,2.11,3,26/02/2012,0,0.22,15.39,5.12,1.98,4.45,18.34,0,0,3.45,14.74,36.32,27.58,26.95,5.55,0.49,1.01
Medium,1250000000,2.17,2,7/1/2013,0,0,0,0,0,0,0,3.82,0,91.94,4.24,0,20.17,-7.68,40.66,-21.53,1.56
Medium,130590000,1.09,3,26/02/2012,0,0.22,15.39,5.12,1.98,4.45,18.34,0,0,3.45,14.74,36.32,27.58,28.27,6.67,1.55,1.01
Large,39550000,0.57,4,16/11/2003,30.31,0.29,6.86,9.12,35.55,14.63,9.69,9.01,3.09,1.49,4.01,6.25,19.49,9.89,12.51,0.19,0.97
Large,11270000000,0.8,4,13/12/1992,0,3.43,11.13,18.88,0.48,7.95,13.96,0.48,6.98,6.93,9.43,20.36,16.86,21.7,8.64,-1.71,0.96
Large,275370000,0.82,2,16/11/2003,39.09,5.63,11.78,18.89,2.27,8.53,11.95,2.27,3.26,7.91,11.2,16.33,14.83,14.04,7.66,-1.83,1.03
Small,559010000,1.38,2,16/11/1994,99.92,0,0,0,0,0,0,0,0,0,0,0,0,6.19,0.81,0.02,0.97
Small,559410000,0.43,3,17/12/2000,0,5.66,12.09,17.48,7.17,3.19,15.55,3.27,0.95,3.01,14.22,17.41,17.45,14.24,20.44,-0.67,1.05
Small,559410000,0.63,3,17/12/2000,0,5.66,12.09,17.48,7.17,3.19,15.55,3.27,0.95,3.01,14.22,17.41,17.45,14.01,19.88,-0.96,1.05
Large,648640,0,0,28/12/2017,11.85,5.16,14.57,17.04,3.24,6.45,10.21,2.63,2.18,5.78,11.96,20.78,15.95,0,0,0,0
Large,14330000,1.15,2,27/02/2013,0.36,5.62,12.07,18.22,2.93,9.15,12.05,3.01,3.46,6.17,11.84,15.5,15.64,14.11,-1.8,-4.79,0.86
Medium,193440000,1.15,4,1/12/2005,0,5.29,16.57,12.79,5.44,5.26,11.16,0.45,0.99,4.15,11.82,26.09,19.96,17.47,7.59,0.33,1.43
Small,559410000,0.47,3,27/02/2002,0,5.66,12.09,17.48,7.17,3.19,15.55,3.27,0.95,3.01,14.22,17.41,17.45,14.18,20.65,-0.63,1.05
Large,51780000,1.45,2,28/04/2015,0,5.34,12.82,13.43,5.04,6.28,13.48,1.64,1.81,6.27,10.05,23.84,17.73,18.62,3.92,-1.54,1.16
